0	22	93	2	[]
1	31	247	6	[18.220570143876905,17.309541636683058,13.13638068076253]
2	2	0	2	[]
3	43	144	2	[]
4	29	162	5	[13.013613207328287,12.362932546961872]
5	61	96	2	[]
6	33	166	4	[13.721727812284033]
7	61	59	6	[12.223952350448059,11.612754732925655,11.078200324028408]
8	32	89	6	[21.568616296239487,20.49018548142751,22.19665083543373]
9	4	207	4	[9.827723360737782]
10	18	144	2	[]
11	45	231	3	[22.397245431676847]
12	11	133	2	[]
13	62	268	3	[21.308446847529613]
14	32	207	2	[]
15	30	212	6	[14.952556095647276,14.204928290864911,21.73345301214516]
16	69	223	4	[17.712612128598295]
17	4	216	3	[25.65327878778806]
18	75	168	6	[18.190366502688327,17.28084817755391,9.607282078790108]
19	32	209	2	[]
20	23	280	5	[10.60177877861054,10.071689839680014]
21	54	201	2	[]
22	72	12	2	[]
23	38	217	3	[14.588089275614358]
24	43	248	3	[18.80520334965066]
25	48	145	1	[]
26	41	203	2	[]
27	70	14	4	[15.059663841721187]
28	56	197	4	[21.643412832927226]
29	52	140	4	[14.10763559420395]
30	11	211	5	[20.102795064696284,19.09765531146147]
31	40	258	5	[23.726916990351086,22.54057114083353]
32	69	245	1	[]
33	33	84	1	[]
34	71	221	4	[20.4817681265532]
35	54	72	1	[]
36	48	89	3	[17.054678561014214]
37	24	61	6	[19.578259755596047,18.599346767816243,12.942337658106268]
38	35	42	4	[16.509175377960766]
39	29	242	3	[21.519051822031194]
40	62	35	6	[25.74700574937443,24.459655461905708,17.740318415882495]
41	33	197	3	[22.788458332333185]
42	31	198	5	[16.96540161734042,16.117131536473398]
43	41	165	3	[28.657968898276188]
44	31	16	4	[18.4843501492141]
45	22	139	5	[24.498086221898113,23.273181910803206]
46	9	53	6	[12.775735385536212,12.136948616259401,9.831653056458062]
47	72	205	6	[20.26671852834193,19.25338260192483,18.128946050687908]
48	62	27	5	[28.114862899127104,26.709119754170747]
49	11	90	3	[16.393955776909454]
50	70	163	2	[]
51	8	193	5	[8.72278837048267,8.286648951958536]
52	56	76	5	[22.400817247980797,21.280776385581756]
