0	3	23	6	[16.09311418636633,15.288458477048012,9.153959543677821]
1	19	6	2	[]
2	15	56	5	[16.712643868635443,15.87701167520367]
3	7	62	1	[]
4	1	0	5	[26.527413831799596,25.201043140209613]
5	8	60	4	[18.127827979889403]
6	19	61	4	[13.752827514968338]
7	12	4	5	[16.97292887675693,16.124282432919085]
8	6	42	2	[]
9	17	13	6	[23.3750267886928,22.206275449258158,22.32576354935055]
10	17	45	2	[]
11	10	52	5	[20.013063319061814,19.01241015310872]
12	15	55	3	[19.92763933527554]
13	6	8	6	[16.261621990268484,15.448540890755059,20.15615454826193]
14	5	62	5	[25.7209076212445,24.434862240182273]
15	13	54	4	[19.05879537519182]
16	6	71	2	[]
17	15	21	4	[5.670938783278288]
18	6	39	3	[30.65745377676961]
19	5	25	4	[4.5486510532786255]
20	9	42	5	[22.412275056544033,21.29166130371683]
21	5	2	3	[20.132245937797695]
22	2	27	1	[]
23	15	67	5	[21.394070848781627,20.324367306342545]
24	8	6	2	[]
25	8	34	2	[]
26	1	18	4	[12.836978383683338]
27	2	57	3	[16.883227696118528]
28	11	58	4	[27.058329192233508]
29	3	9	3	[14.171035640637983]
30	16	8	4	[11.809787787513645]
31	8	47	5	[19.99454381743591,18.994816626564116]
32	16	66	2	[]
33	8	14	4	[25.160355137784347]
34	20	18	4	[18.60960685667296]
35	6	58	3	[17.69689499108219]
36	2	51	4	[11.180355916096033]
37	3	7	5	[25.881348851193273,24.587281408633608]
38	9	3	5	[19.573678809796554,18.594994869306724]
39	4	39	3	[12.659637087760808]
40	16	16	2	[]
41	20	18	5	[16.214226870875642,15.403515527331859]
42	4	15	2	[]
43	5	7	2	[]
44	16	50	6	[16.379121352686962,15.560165285052612,11.103913064709168]
45	7	55	4	[12.762219000838058]
46	4	40	4	[9.932682733090518]
47	14	7	6	[14.282935836809195,13.568789044968733,18.05453908760247]
48	17	43	2	[]
49	15	39	4	[13.231613525455277]
50	1	68	6	[15.50594294465675,14.730645797423913,10.81914929442009]
51	1	47	3	[18.082085376626168]
52	17	39	3	[23.82459533358694]
53	20	68	5	[14.067926747312177,13.364530409946568]
54	20	72	1	[]
