20 9 11
40 4 16
40 4 13
15 87 12
11 12 14
20 8 10
16 15 17
15 63 10
18 10 10
11 24 12
13 87 12
50 2 10
25 7 6
11 14 10
13 8 10
18 34 15
18 34 8
15 25 12
11 24 9
13 11 10
13 46 6
8 13 12
15 15 11
13 11 13
13 6 12
18 25 9
16 8 9
22 38 7
25 20 11
18 17 12
50 1 6
9 18 7
2147483647 0 7
18 20 17
50 15 10
18 26 12
25 2 9
13 63 7
18 8 14
16 26 14
18 7 10
18 9 17
18 16 16
13 5 15
25 5 16
18 27 11
25 10 11
18 14 15
22 7 10
18 25 6
11 50 7
15 16 9
50 3 11
16 27 10
11 16 9
50 2 10
18 15 10
20 22 8
2147483647 0 10
18 20 17
33 2 10
18 5 10
12 8 17
15 13 10
13 15 9
16 17 8
16 15 11
11 14 9
18 22 11
16 25 6
18 9 7
18 15 12
50 2 10
13 23 12
22 15 12
11 15 12
18 21 8
9 26 11
25 38 6
22 11 5
40 4 10
18 8 10
15 10 11
9 14 12
13 82 8
11 9 8
13 12 6
13 9 12
18 16 9
33 5 12
11 25 9
13 11 12
15 11 6
20 32 14
15 26 12
50 2 14
16 18 10
18 15 14
18 15 8
18 36 13
28 6 16
15 25 14
15 17 12
50 3 6
22 25 11
18 15 8
16 87 6
18 14 17
18 7 13
20 19 9
20 14 10
12 39 14
18 20 13
18 18 15
22 8 13
18 15 10
25 39 15
15 124 6
16 75 9
15 11 9
50 2 12
9 19 10
25 9 15
15 15 9
11 27 9
12 23 8
12 25 13
15 25 7
25 13 15
33 2 12
22 11 14
12 66 13
16 25 6
11 24 13
22 18 10
25 4 9
18 10 13
18 27 17
13 35 10
15 10 6
18 65 12
20 19 16
15 11 15
6 17 9
15 10 9
11 14 7
25 13 12
15 18 10
25 6 10
20 18 9
11 29 9
18 31 6
18 19 12
25 13 15
18 27 11
15 22 7
40 3 15
18 9 17
11 34 8
9 45 8
15 11 15
25 39 6
13 47 8
11 10 7
18 9 9
18 21 9
11 36 7
18 40 2
16 7 10
18 28 8
11 64 2
40 2 6
18 20 16
15 28 8
11 14 9
9 20 11
11 16 5
18 21 12
18 15 9
11 44 14
20 25 14
15 22 7
50 2 9
16 24 12
11 53 6
40 16 2
16 8 16
40 6 9
25 10 12
25 2 11
28 7 6
18 36 11
13 15 5
2147483647 0 9
15 4 14
15 10 9
18 15 9
18 21 9
10 33 8
13 9 9
16 4 8
11 48 10
10 20 7
18 21 7
15 17 5
25 15 15
11 15 12
13 28 9
13 17 14
18 17 9
18 57 10
18 10 8
13 14 9
18 17 9
11 16 9
22 38 6
40 3 6
20 32 9
16 25 6
20 12 7
18 7 10
13 16 12
22 13 15
13 25 11
18 16 12
15 84 10
15 11 15
18 68 6
18 20 12
18 26 14
13 13 8
13 6 8
15 16 2
18 27 9
11 9 12
18 5 8
25 20 11
18 8 12
15 11 11
18 16 16
22 19 13
50 1 16
20 8 9
16 64 10
11 48 10
22 7 9
50 2 10
18 25 9
28 7 12
18 33 14
18 5 8
18 94 6
25 20 12
25 4 2
13 25 8
25 8 12
13 19 11
40 2 9
22 5 13
25 43 10
15 28 12
18 32 9
12 1 13
28 6 9
18 18 6
25 8 13
9 4 12
15 82 17
22 6 11
11 12 12
13 46 13
12 48 15
13 11 12
25 13 12
40 2 6
15 18 5
8 17 10
11 41 11
18 18 9
18 8 13
28 5 9
11 46 8
13 45 13
22 7 9
15 15 11
18 15 12
13 13 8
15 25 10
12 8 13
25 13 12
25 13 12
16 4 13
15 2 12
25 13 9
13 24 9
25 6 11
8 15 11
11 60 7
20 18 10
25 1 9
33 2 9
50 1 9
50 2 12
40 2 7
12 8 17
12 46 13
11 60 6
18 20 16
50 1 7
16 4 9
18 26 13
13 19 10
13 10 6
25 4 2
12 7 10
18 9 9
18 57 10
22 43 12
18 27 15
33 2 5
18 10 17
22 10 8
15 18 12
25 15 9
15 10 8
13 13 16
11 27 13
13 16 9
6 25 10
16 26 11
18 19 12
9 6 13
13 10 7
18 10 8
18 17 13
50 2 6
15 29 7
13 15 10
18 26 9
20 8 9
15 5 13
15 11 15
50 1 8
25 15 8
18 5 6
11 64 10
18 15 6
18 13 6
15 5 13
25 21 11
12 13 8
20 10 17
13 44 13
15 10 11
9 19 11
13 17 14
25 12 13
22 6 11
12 7 15
20 21 5
18 29 11
25 43 10
12 8 8
11 45 8
11 22 6
11 63 10
25 8 6
13 20 9
11 47 12
15 23 10
18 29 9
11 9 17
18 29 13
50 13 9
13 5 8
16 48 17
11 16 9
18 15 10
13 23 11
20 30 14
11 26 13
22 6 13
25 14 16
13 43 8
15 27 8
18 9 6
18 16 9
25 12 13
12 48 15
33 2 11
18 21 12
18 23 9
22 41 12
18 18 9
13 25 11
33 1 9
15 11 5
7 20 9
33 5 12
22 25 13
25 4 2
18 27 9
18 10 17
12 35 13
13 11 6
15 11 10
11 56 12
22 8 13
18 6 9
15 10 12
13 25 6
11 46 16
7 29 16
25 8 6
18 21 8
20 11 17
18 10 7
12 12 12
16 9 13
8 17 9
16 67 9
15 27 6
18 21 12
18 16 15
16 26 11
18 9 10
16 80 11
11 15 12
13 47 16
16 17 11
11 43 10
12 13 10
28 2 7
13 22 11
10 38 10
20 21 7
40 3 11
22 30 11
11 62 10
33 2 10
25 45 10
40 2 9
18 21 10
18 29 14
22 6 16
7 9 7
25 52 12
11 7 11
13 17 6
18 10 10
18 21 6
16 65 9
11 25 13
16 28 8
15 5 14
15 9 13
16 25 15
18 21 11
33 8 6
11 57 12
25 72 10
18 29 12
18 29 9
15 85 13
18 13 13
14 46 9
15 5 13
50 1 7
18 10 13
25 3 15
20 14 13
25 20 13
13 13 14
22 45 7
22 17 12
13 24 6
11 14 11
50 3 10
18 6 8
15 5 11
11 25 13
50 2 6
18 20 13
12 8 17
50 1 12
10 41 8
13 14 6
15 10 6
25 16 9
2147483647 0 16
11 14 9
15 24 9
18 25 11
25 35 15
16 25 9
25 21 9
15 8 11
8 64 8
6 23 14
13 27 11
11 24 14
22 7 9
33 2 10
13 6 9
18 48 8
11 30 8
15 9 10
13 9 12
11 8 16
40 3 10
18 10 9
18 60 11
18 10 10
20 24 7
15 25 9
18 5 10
20 15 13
13 25 7
18 74 10
18 18 7
18 26 10
11 26 12
22 10 9
13 74 12
18 18 6
28 6 9
18 27 10
20 23 17
22 46 13
11 44 7
25 5 9
20 18 17
8 26 10
18 35 11
12 22 2
11 25 13
11 65 11
18 17 8
13 21 11
50 2 12
16 8 13
22 11 13
28 5 6
13 17 6
50 2 6
33 6 15
13 23 12
50 1 9
25 13 12
18 14 8
15 14 9
18 5 9
25 4 2
15 61 11
13 21 7
12 8 12
18 37 13
25 15 15
18 17 9
12 23 10
7 16 13
13 79 9
18 15 12
13 14 9
22 10 7
18 18 13
20 11 8
25 13 9
10 41 8
11 15 9
16 84 7
22 7 10
15 10 12
11 64 10
18 21 12
20 40 6
18 21 9
18 26 9
2147483647 0 10
8 16 10
18 9 17
15 23 14
18 18 13
18 17 9
40 64 14
15 5 9
11 14 13
11 58 7
25 8 6
16 7 10
22 11 12
18 17 9
18 25 15
16 29 10
18 15 6
18 8 14
16 40 13
18 9 9
13 25 8
18 5 13
18 26 6
14 50 9
15 9 12
25 6 11
20 23 9
22 22 2
6 19 14
16 4 5
13 14 15
8 59 6
13 24 7
18 20 11
25 34 10
25 49 16
25 39 15
18 10 16
40 2 11
13 10 8
12 61 8
15 23 14
18 27 11
33 34 9
13 26 12
18 24 6
11 85 13
11 18 11
20 28 16
22 7 9
13 21 13
33 2 12
18 25 10
11 14 12
15 20 15
12 36 7
7 9 10
13 17 7
20 14 14
18 15 9
18 9 10
11 43 10
40 63 11
18 20 16
50 29 10
13 27 14
13 10 13
16 32 12
11 26 9
15 9 9
18 32 15
50 2 17
33 3 12
20 15 8
7 13 9
11 45 9
18 15 9
18 35 13
18 21 12
7 18 9
15 45 9
11 16 9
13 24 10
18 51 9
18 27 9
50 2 8
18 15 8
18 14 9
15 83 7
18 19 10
18 29 6
11 66 9
13 23 12
18 18 9
18 7 10
25 20 11
13 4 9
11 15 13
20 8 9
40 2 11
11 9 11
12 47 13
18 18 10
28 1 9
6 27 9
50 1 16
13 17 11
16 4 9
18 64 7
18 15 15
22 8 13
11 23 13
18 10 12
25 1 12
25 10 9
13 27 10
13 27 7
18 35 10
13 26 13
18 15 12
18 17 15
18 20 6
18 18 11
18 37 11
18 24 10
