0	100
1	120
2	107
3	115
4	98
5	109
6	121
7	117
8	110
9	126
10	108
11	97
12	132
13	163
14	145
15	162
16	101
17	205
18	180
19	145
20	185
21	135
22	162
23	97
24	115
25	100
26	193
27	141
28	148
29	907
30	787
31	1040
32	116
33	1044
34	203
35	172
36	138
37	116
38	109
39	92
40	104
41	107
42	92
43	106
44	106
45	104
46	104
47	104
48	121
49	156
50	145
51	126
52	149
53	118
54	101
55	139
56	158
57	139
58	122
59	161
60	107
61	218
62	110
63	139
64	99
65	179
66	113
67	147
68	109
69	132
70	152
71	206
72	122
73	118
74	130
75	209
76	140
77	117
78	118
79	147
80	183
81	119
82	197
83	207
84	203
85	208
86	190
87	195
88	145
89	100
90	159
91	147
92	191
93	130
94	205
95	201
96	208
97	199
98	190
99	130
100	163
101	130
102	162
103	132
104	136
105	120
106	148
107	154
108	152
109	147
110	148
111	148
112	134
113	173
114	211
115	165
116	99
117	204
118	97
119	168
120	147
121	138
122	134
123	136
124	138
125	139
126	225
127	130
128	142
129	152
130	152
131	152
132	152
133	152
134	132
135	152
136	222
137	152
138	152
139	150
140	93
141	122
142	130
143	102
144	107
145	101
146	171
147	226
148	106
149	114
150	162
151	114
152	176
153	173
154	173
155	176
156	141
157	170
158	119
159	170
160	173
161	162
162	168
163	193
164	145
165	114
166	162
167	145
168	144
169	122
170	135
171	135
172	137
173	138
174	138
175	138
176	138
177	161
178	157
179	107
180	98
181	144
182	227
183	141
184	162
185	164
186	129
187	163
188	176
189	174
190	162
191	166
192	160
193	158
194	170
195	162
196	162
197	159
198	168
199	164
200	130
201	137
202	129
203	193
204	130
205	142
206	104
207	108
208	152
209	126
210	123
211	127
212	119
213	147
214	147
215	145
216	110
217	145
218	145
219	147
220	124
221	107
222	191
223	145
224	210
225	113
226	113
227	116
228	193
229	177
230	177
231	176
232	179
233	177
234	177
235	143
236	177
237	141
238	104
239	105
240	198
241	190
242	143
243	104
244	159
245	163
246	117
247	97
248	169
249	123
250	150
251	151
252	147
253	143
254	104
255	104
256	145
257	131
258	143
259	162
260	155
261	144
262	145
263	140
264	162
265	104
266	104
267	114
268	140
269	145
270	143
271	186
272	144
273	143
274	104
275	144
276	124
277	168
278	268
279	106
280	116
281	116
282	106
283	107
Total	44271
