0	356
1	247
2	605
3	528
4	337
5	628
6	581
7	455
8	463
9	468
10	412
11	406
12	259
13	300
14	502
15	295
16	477
17	303
18	329
19	304
20	303
21	360
22	298
23	243
24	317
25	260
26	1758
27	288
28	333
29	2205
30	1758
31	2367
32	378
33	2527
34	1178
35	337
36	401
37	315
38	401
39	527
40	523
41	551
42	471
43	522
44	388
45	526
46	610
47	523
48	360
49	422
50	596
51	690
52	221
53	348
54	495
55	650
56	487
57	649
58	503
59	356
60	650
61	445
62	415
63	536
64	383
65	389
66	649
67	302
68	359
69	328
70	321
71	727
72	430
73	765
74	445
75	1114
76	735
77	1350
78	593
79	302
80	313
81	792
82	295
83	548
84	301
85	306
86	289
87	298
88	310
89	205
90	321
91	311
92	294
93	322
94	303
95	319
96	306
97	297
98	289
99	443
100	554
101	441
102	298
103	315
104	340
105	288
106	333
107	388
108	381
109	332
110	333
111	333
112	913
113	453
114	1381
115	410
116	384
117	468
118	379
119	448
120	401
121	401
122	397
123	399
124	401
125	402
126	444
127	364
128	279
129	271
130	271
131	271
132	271
133	271
134	369
135	272
136	510
137	271
138	271
139	269
140	471
141	541
142	565
143	389
144	866
145	390
146	752
147	540
148	434
149	440
150	743
151	440
152	757
153	754
154	754
155	757
156	266
157	450
158	737
159	751
160	453
161	743
162	448
163	634
164	1098
165	424
166	1282
167	1098
168	432
169	275
170	556
171	556
172	558
173	559
174	559
175	559
176	559
177	297
178	293
179	552
180	509
181	607
182	663
183	394
184	298
185	298
186	421
187	452
188	297
189	320
190	298
191	396
192	297
193	388
194	335
195	298
196	298
197	295
198	307
199	298
200	447
201	454
202	442
203	850
204	464
205	314
206	387
207	516
208	460
209	583
210	288
211	274
212	953
213	302
214	302
215	300
216	552
217	300
218	299
219	302
220	308
221	554
222	593
223	608
224	568
225	513
226	708
227	414
228	431
229	387
230	387
231	386
232	389
233	387
234	387
235	270
236	387
237	1097
238	876
239	915
240	340
241	592
242	606
243	613
244	299
245	567
246	1331
247	274
248	359
249	307
250	1159
251	1153
252	1100
253	1100
254	523
255	530
256	608
257	291
258	606
259	487
260	530
261	432
262	608
263	603
264	356
265	388
266	535
267	341
268	1096
269	608
270	606
271	598
272	607
273	606
274	540
275	310
276	349
277	304
278	511
279	225
280	411
281	451
282	388
283	389
Total	143969
