0	2	34	4	[16.671982589003377]
1	10	49	1	[]
2	4	3	1	[]
3	9	41	2	[]
4	10	39	5	[20.555256997211785,19.527494147351195]
5	13	39	2	[]
6	19	42	6	[22.431097828691644,21.30954293725706,18.112312017026483]
7	20	62	4	[9.531793062011737]
8	20	24	1	[]
9	2	9	6	[15.308201044485013,14.542790992260763,27.234228315764184]
10	13	46	5	[24.282020443504873,23.067919421329627]
11	15	70	6	[28.842945698272793,27.40079841335915,16.345951042310105]
12	10	2	4	[15.755841584214721]
13	7	44	5	[11.076788396187204,10.522948976377844]
14	1	52	6	[16.41034389218069,15.589826697571656,18.619482340876395]
15	12	53	6	[22.270795081345298,21.157255327278033,12.53615814193084]
16	2	55	5	[23.329914749842057,22.163419012349955]
17	14	61	5	[20.7613630885202,19.723294934094188]
18	15	48	2	[]
19	15	71	3	[21.847234227407252]
20	10	14	3	[16.028197264400628]
21	1	10	4	[14.682199893528828]
22	13	34	2	[]
23	1	53	4	[10.664374666906745]
24	3	21	4	[15.224061560499353]
25	9	37	2	[]
26	8	47	6	[22.69305740781179,21.5584045374212,13.6793963647135]
27	12	22	6	[20.12503333163432,19.1187816650526,19.865167600873097]
28	10	25	3	[19.744377100423502]
29	15	30	2	[]
30	14	30	4	[9.287208571174862]
31	11	6	6	[18.212735843719994,17.302099051533993,15.232944341146409]
32	14	27	3	[24.704303548338675]
33	15	37	3	[23.812482346347885]
34	13	19	2	[]
35	1	57	3	[22.495463272083477]
36	17	34	6	[25.813423715755135,24.522752529967377,13.233921180997495]
37	14	25	5	[24.461597159885542,23.238517301891264]
38	1	31	5	[11.57816301060426,10.999254860074046]
39	5	63	4	[20.288473806531858]
40	19	0	4	[24.04300445753045]
41	8	5	1	[]
42	19	67	6	[19.058504375763246,18.105579156975082,14.38171150927602]
43	4	13	5	[23.87624247430278,22.68243035058764]
44	10	37	2	[]
45	17	32	3	[26.539458572126176]
46	18	55	5	[20.829805635390013,19.78831535362051]
47	14	4	4	[16.455133320391198]
48	8	39	6	[20.709154466511166,19.673696743185605,20.392856400103522]
49	10	5	2	[]
50	20	57	2	[]
51	2	57	4	[14.1381025404039]
52	20	33	2	[]
53	14	3	3	[21.952834863809926]
54	5	43	6	[28.296317101428325,26.88150124635691,19.174156036936573]
55	16	60	3	[30.04699019339904]
56	11	1	2	[]
57	19	47	6	[21.13481028373569,20.078069769548904,15.380717068023845]
58	19	53	6	[19.543050555563934,18.565898027785735,16.053540756872167]
59	3	2	5	[30.417516742413614,28.896640905292934]
60	20	56	5	[19.277846504698715,18.313954179463778]
61	17	16	3	[24.06783887693133]
62	14	9	5	[25.12656570604442,23.8702374207422]
63	5	59	2	[]
64	4	30	1	[]
65	17	29	5	[25.611995603201436,24.331395823041362]
66	11	22	1	[]
67	16	59	2	[]
68	14	62	1	[]
69	15	47	4	[20.195234472973674]
70	11	54	1	[]
71	16	16	3	[24.340142974392784]
72	5	31	4	[18.385432090600588]
73	5	39	1	[]
74	7	20	6	[17.24942378939489,16.386952599925145,10.18850139119235]
75	2	41	5	[19.705508103726228,18.720232698539917]
76	7	36	2	[]
77	2	41	5	[9.987397119215895,9.4880272632551]
78	18	55	1	[]
79	9	39	4	[9.76917158798937]
80	12	68	4	[15.830255231115418]
81	2	45	1	[]
82	19	66	3	[18.197293096724454]
83	9	70	2	[]
84	19	25	2	[]
85	1	2	2	[]
86	8	53	1	[]
87	10	43	3	[15.243972752221973]
88	17	71	6	[25.162488897826144,23.904364452934836,5.162271693896564]
89	11	38	4	[15.192451585051488]
90	20	59	2	[]
91	2	32	3	[19.735942262047903]
92	16	11	6	[22.03838056520425,20.936461536944037,20.011583090730213]
93	19	28	4	[18.478822985614276]
94	6	31	1	[]
95	14	4	3	[20.630879047051373]
96	16	68	1	[]
97	6	9	6	[22.749653566007215,21.612170887706853,10.004687508230123]
98	14	60	4	[20.087725412902625]
99	7	39	3	[23.034890962721487]
100	11	71	6	[10.71689149252578,10.181046917899492,15.570413853008738]
101	15	60	2	[]
102	15	12	5	[19.109150829003056,18.1536932875529]
103	16	54	3	[25.408876836409434]
104	8	69	2	[]
105	15	1	5	[22.6490566402087,21.516603808198262]
106	11	60	2	[]
107	10	50	2	[]
108	17	5	3	[16.085857037211554]
109	15	65	3	[14.777695814886199]
110	7	46	1	[]
111	20	25	3	[23.774929745693896]
112	12	57	2	[]
113	18	21	6	[20.01659850615132,19.01576858084375,19.562957525415136]
114	2	69	3	[28.02809695904861]
115	8	22	1	[]
116	13	44	6	[16.956051875790685,16.10824928200115,8.068414515967001]
117	20	34	4	[18.42725905044076]
118	7	20	6	[13.213746440358193,12.553059118340283,9.487675784125624]
119	6	62	6	[20.298408082755888,19.28348767861809,10.107801996170354]
120	8	43	5	[20.70226750953668,19.667154134059842]
121	18	63	5	[16.38263048046879,15.56349895644535]
122	15	58	3	[20.714400866402112]
123	10	39	6	[18.096697533903235,17.191862657208073,15.04969102568343]
124	19	66	1	[]
125	3	52	6	[24.2783662869488,23.064447972601357,22.487721155961744]
126	15	57	5	[31.690668012116944,30.106134611511095]
127	15	68	6	[17.6118523506165,16.731259733085672,19.761914641425804]
128	20	0	5	[15.668520659835094,14.885094626843339]
129	20	13	3	[13.315231768022802]
130	9	43	5	[22.79747366831095,21.657599984895402]
131	18	59	5	[14.358094360619601,13.64018964258862]
132	18	35	2	[]
133	20	33	3	[21.99539008410361]
134	18	10	4	[15.888611694146213]
135	2	49	3	[13.592701111619538]
136	6	37	1	[]
137	19	41	5	[17.274916800978865,16.41117096092992]
138	9	62	2	[]
139	12	35	1	[]
140	3	61	4	[5.745481733628752]
141	15	1	3	[14.620070199219116]
142	18	6	3	[18.6514231684068]
143	10	11	6	[26.965825177155722,25.617533918297934,9.854136550446555]
144	5	47	5	[25.208323772024798,23.947907583423557]
145	14	10	3	[24.162133657699435]
146	14	8	6	[24.581903252074056,23.35280808947035,19.119217275412062]
147	4	47	2	[]
148	18	44	1	[]
149	16	24	5	[28.96663067431493,27.518299140599183]
150	14	40	1	[]
151	20	48	2	[]
152	19	44	1	[]
153	2	54	3	[27.102593711804364]
154	3	51	3	[19.822744653389616]
155	6	34	3	[17.559102437774065]
156	13	35	1	[]
157	8	25	5	[15.768290750400062,14.97987621288006]
158	14	57	5	[18.343227817176622,17.42606642631779]
159	11	71	2	[]
160	1	24	3	[18.496578202913824]
161	15	29	4	[16.528454061231212]
162	13	51	6	[18.391313798619375,17.471748108688406,30.02078033180353]
163	20	11	1	[]
164	6	68	2	[]
165	17	14	2	[]
166	5	30	1	[]
167	15	23	4	[14.058961324089262]
168	8	45	3	[24.024166601245966]
169	20	58	4	[14.558741544211085]
170	13	17	3	[26.19564371882771]
171	16	66	5	[19.326792445578786,18.360452823299845]
172	8	1	3	[14.677723646595027]
173	11	59	5	[29.082274806041095,27.62816106573904]
174	9	26	5	[26.477905705138166,25.154010419881256]
175	14	18	3	[4.476851223210282]
176	20	63	4	[7.967423495764595]
177	7	9	2	[]
178	1	36	2	[]
179	13	43	3	[17.433302416147477]
180	5	63	3	[28.37575771354622]
181	12	62	3	[21.596457574386378]
182	17	28	4	[7.087357247662041]
