10 8 9
8 11 7
10 9 7
12 17 12
11 38 14
10 7 9
28 6 7
25 8 7
8 37 14
10 13 7
5 8 12
6 9 9
9 15 10
6 12 12
10 11 9
22 8 9
12 10 12
12 8 4
20 7 8
12 8 8
8 21 10
7 15 9
28 5 9
6 2 12
8 36 14
6 6 4
8 14 10
10 10 12
10 10 10
12 11 12
14 8 5
6 6 11
10 5 14
9 11 16
11 10 10
6 8 9
6 15 12
33 6 4
33 1 5
12 11 8
33 1 12
10 9 9
13 7 12
12 9 12
10 12 5
10 7 9
40 8 9
8 9 12
33 3 10
9 16 5
8 38 8
6 13 10
6 6 10
28 9 12
2147483647 0 13
50 3 12
50 1 11
16 8 7
2147483647 0 10
8 35 11
10 11 12
10 7 9
8 9 14
6 10 7
6 12 12
33 7 10
8 14 10
12 17 12
9 32 11
11 9 11
8 7 5
14 4 9
11 4 12
6 10 10
6 18 9
33 8 9
10 7 12
25 4 8
8 11 9
8 6 12
9 11 16
8 9 12
9 35 13
10 11 9
18 5 9
8 11 5
6 12 10
10 13 7
50 1 9
8 14 16
10 10 9
7 14 12
12 11 8
20 7 10
8 7 12
10 4 10
5 8 12
50 1 8
50 5 12
5 35 12
10 8 14
6 10 14
12 10 4
13 7 5
9 12 16
16 6 9
9 13 16
8 40 14
12 7 12
13 5 9
13 5 12
6 11 8
6 12 11
9 32 7
6 9 12
28 6 7
8 13 12
25 4 12
6 40 7
6 16 16
10 10 7
6 8 7
2147483647 0 5
14 4 12
33 8 7
20 8 6
10 8 14
9 15 10
2147483647 0 16
5 36 11
10 9 7
28 8 9
12 9 12
10 5 12
5 36 11
40 3 8
6 39 16
15 3 10
22 4 12
12 14 5
16 9 12
9 13 16
11 11 10
18 12 13
6 13 12
6 11 7
10 10 10
14 33 9
10 9 14
6 3 12
8 4 10
25 9 12
15 5 7
10 10 7
10 9 9
50 4 6
6 12 16
20 6 12
9 10 12
10 9 12
2147483647 0 7
8 12 7
9 13 16
6 11 8
8 7 7
10 40 14
50 3 12
13 7 7
11 8 14
8 7 9
10 4 7
22 7 12
11 13 10
33 3 10
25 11 7
11 8 8
9 32 7
25 5 12
22 4 8
10 14 10
7 14 12
9 36 13
15 6 8
40 3 5
14 31 9
6 9 10
10 8 10
11 8 9
10 9 11
7 22 9
28 7 7
25 15 7
8 6 12
50 1 12
6 9 8
50 1 12
16 5 10
7 15 9
14 33 7
28 6 7
50 2 4
9 9 16
22 5 12
8 13 12
6 35 11
10 11 10
6 12 8
13 4 4
18 10 10
6 10 10
6 36 14
6 9 11
18 7 16
6 10 7
50 1 8
50 3 12
6 10 7
22 6 9
6 5 12
7 15 9
18 19 10
11 45 11
14 2 10
6 8 9
12 11 12
10 12 9
14 31 9
18 6 7
2147483647 0 12
40 5 5
10 4 11
12 8 8
7 40 16
14 9 12
12 10 5
33 7 12
50 1 12
8 6 12
6 13 16
16 7 14
13 8 5
13 3 10
14 8 5
12 10 4
14 3 7
12 8 7
12 8 12
33 8 12
6 12 14
6 5 12
50 4 9
50 8 6
12 7 12
6 9 10
25 6 6
12 10 12
8 8 12
40 9 7
9 35 13
9 9 7
6 12 7
20 2 8
8 19 7
10 11 14
50 32 9
9 15 7
7 10 7
13 4 12
5 34 9
9 5 7
9 15 10
8 9 7
8 8 9
50 32 9
50 5 11
10 14 9
18 11 10
28 9 12
33 2 12
18 1 9
10 8 7
6 16 12
10 8 12
2147483647 0 7
25 10 10
6 10 12
25 4 10
12 8 9
11 10 12
10 9 5
12 16 12
6 13 11
8 42 10
40 9 5
8 37 14
33 8 7
10 10 8
8 10 7
18 19 10
40 2 6
6 5 11
20 6 8
13 7 8
40 2 5
5 34 7
25 9 6
10 4 11
10 9 5
50 1 12
8 12 8
6 10 11
6 34 16
33 7 16
5 12 14
7 17 16
25 5 9
6 10 7
13 8 12
8 6 7
6 11 5
20 10 8
6 35 16
33 3 12
25 11 6
10 9 8
8 10 9
6 8 12
6 7 11
10 14 8
6 4 12
33 2 11
6 7 11
11 2 12
8 7 12
12 10 12
9 7 8
50 2 10
6 7 11
8 11 9
18 2 12
22 33 8
6 23 10
6 8 11
50 3 9
10 6 10
6 5 11
6 12 7
8 14 9
6 40 16
6 10 7
9 8 12
40 6 5
50 1 7
50 1 9
8 6 4
6 8 11
7 16 9
12 8 8
6 9 9
12 19 7
13 8 12
