0	23
1	26
2	29
3	36
4	24
5	24
6	28
7	25
8	23
9	25
10	26
11	26
12	24
13	22
14	28
15	24
16	33
17	22
18	22
19	22
20	22
21	24
22	26
23	24
24	36
25	30
26	36
27	27
28	22
29	24
30	26
31	27
32	37
33	23
34	23
35	27
36	35
37	34
38	29
39	56
40	41
41	33
42	25
43	26
44	30
45	31
46	23
47	25
48	42
49	26
50	24
51	24
52	28
53	22
54	23
55	30
56	33
57	22
58	31
59	50
60	38
61	22
62	24
63	24
64	24
65	26
66	26
67	24
68	26
69	22
70	33
71	24
72	23
73	23
74	42
75	23
76	24
77	24
78	22
79	25
80	39
81	22
82	22
83	22
84	29
85	22
86	22
87	32
88	23
89	24
90	22
91	25
92	22
93	30
94	28
95	39
96	39
97	26
98	23
99	24
100	24
101	22
102	37
103	36
104	24
105	26
106	22
107	22
108	22
109	28
110	27
111	54
112	24
Total	3111
