0	10	5	2	[]
1	11	42	3	[24.17554669521111]
2	11	15	1	[]
3	7	32	4	[15.898023628920658]
4	5	25	5	[17.39154134692969,16.521964279583205]
5	11	40	5	[25.445685857452638,24.173401564580004]
6	1	24	3	[19.705932690702536]
7	9	18	5	[19.090608716552598,18.136078280724966]
8	3	29	1	[]
9	8	21	3	[18.239697717594574]
10	4	47	6	[21.667099320575147,20.58374435454639,14.754952282158046]
11	4	3	3	[29.254472345894094]
12	9	8	2	[]
13	1	1	2	[]
14	13	2	3	[18.804800995904447]
15	12	36	3	[17.384325531112047]
16	7	43	2	[]
17	7	43	3	[16.871693275566585]
18	7	8	6	[26.26754241653807,24.954165295711167,15.25345351207148]
19	4	6	1	[]
20	1	23	3	[22.269126394459654]
21	5	20	3	[18.08911083667844]
22	12	6	6	[24.689440867179783,23.454968823820792,19.480026020088488]
23	6	3	6	[22.622970845705673,21.49182230342039,16.696565770253883]
24	5	36	6	[21.086736632554988,20.032399800927237,12.230868265552832]
25	10	13	3	[22.67613105088867]
26	5	25	1	[]
27	9	9	6	[16.517512131037837,15.691636524485943,15.872325690195881]
28	12	19	1	[]
29	13	31	4	[14.737772630172412]
30	7	5	2	[]
31	7	49	4	[14.176505675298907]
32	2	6	6	[24.158031705430805,22.950130120159262,12.424177023245688]
33	6	29	3	[8.039948636073309]
34	12	36	3	[28.462769790930835]
35	10	24	3	[13.505095564416257]
36	10	31	6	[8.676652979084537,8.242820330130309,17.724776602407534]
37	2	8	1	[]
38	8	1	5	[21.908812743497506,20.813372106322632]
39	5	35	2	[]
40	10	18	5	[23.84084615763408,22.648803849752372]
41	11	3	1	[]
42	6	3	4	[17.684152842017674]
43	2	12	2	[]
44	6	35	3	[19.671679020425238]
45	5	48	5	[20.1261257066343,19.119819421302584]
46	6	49	2	[]
47	2	10	5	[16.329119041529076,15.512663089452621]
48	12	17	3	[23.616725876838128]
49	10	1	1	[]
50	9	5	4	[7.843812168416995]
51	1	49	4	[17.805031629120432]
52	2	39	2	[]
53	3	26	5	[20.22066700412657,19.209633653920243]
54	13	21	5	[22.085244172466666,20.98098196384333]
55	3	38	6	[18.032364203049674,17.13074599289719,13.413035647072181]
56	11	19	2	[]
57	12	7	6	[24.911939624526685,23.66634264330035,5.741139685493751]
58	6	19	6	[19.82190258897617,18.83080745952736,8.309671231260076]
59	5	17	1	[]
60	2	45	1	[]
61	8	6	4	[6.770750205912524]
62	4	38	6	[18.704629073511356,17.769397619835786,12.20841762397874]
63	6	5	3	[24.935182087226856]
64	8	25	1	[]
65	6	33	1	[]
66	1	35	1	[]
67	9	16	1	[]
68	13	1	5	[14.48901266609419,13.76456203278948]
69	4	27	5	[21.217179641966432,20.156320659868108]
70	13	41	4	[17.543765826432587]
71	7	47	3	[17.813202783693256]
72	5	49	4	[22.89214675596704]
73	3	31	4	[11.147840707257561]
74	13	36	2	[]
75	11	34	2	[]
76	11	34	5	[19.424919170451105,18.45367321192855]
77	4	12	6	[21.935573723710867,20.838795037525323,9.798454741472757]
78	9	26	3	[18.215955695842183]
79	10	20	2	[]
80	7	11	2	[]
81	9	40	3	[19.342214535728072]
82	12	6	3	[22.698200206194304]
83	12	45	5	[11.229729938646532,10.668243441714205]
84	12	19	6	[22.052143177572376,20.949536018693756,7.389631788109019]
85	1	17	1	[]
86	1	20	2	[]
87	3	2	3	[23.00868169378021]
88	12	29	6	[23.143922154294014,21.986726046579314,26.485154224343965]
89	6	27	1	[]
90	1	6	3	[16.03962269020195]
91	6	20	6	[20.768326995822886,19.72991064603174,28.8935596637796]
92	7	39	6	[26.885038543093984,25.540786615939282,19.289685827776815]
93	10	15	2	[]
94	5	13	6	[14.740198839611292,14.003188897630727,13.038673030433582]
95	5	32	6	[20.08376984696757,19.07958135461919,21.070801213187274]
96	4	7	3	[19.69194081388474]
97	11	27	2	[]
98	10	31	4	[13.57175930959626]
99	2	20	4	[13.697240313066127]
100	12	34	4	[14.406177014496496]
101	4	5	1	[]
102	3	26	2	[]
103	3	23	3	[22.09190031198823]
104	4	20	4	[9.468891981205058]
105	5	20	6	[19.88812973595486,18.893723249157116,20.960721217465284]
106	12	13	3	[12.443858897726901]
107	13	13	5	[22.351420462192202,21.23384943908259]
108	11	19	5	[15.825541480214833,15.034264406204091]
109	8	18	3	[20.007752293269284]
110	13	36	4	[11.52437483774631]
111	3	43	1	[]
112	8	29	3	[25.028372323821216]
113	13	33	6	[22.462914536690736,21.3397688098562,11.582419345440899]
114	1	15	5	[15.681551191261558,14.89747363169848]
115	1	27	2	[]
116	13	6	3	[14.154496839645788]
117	4	37	1	[]
118	13	15	6	[17.76684663948105,16.878504307506997,15.383899376369714]
119	6	16	5	[14.57824035917423,13.849328341215516]
120	13	41	1	[]
121	2	49	5	[15.291284672694847,14.526720439060103]
122	4	19	2	[]
123	6	10	6	[36.116664316978024,34.310831101129125,16.051327651507034]
124	8	48	5	[13.852489683937673,13.15986519974079]
125	8	4	4	[11.963617093361817]
126	9	7	4	[15.471220649242401]
127	1	21	6	[15.895824316200395,15.101033100390374,12.2133573363115]
128	4	8	6	[13.123367900022483,12.467199505021359,9.109415503180944]
129	7	10	2	[]
130	2	13	3	[17.08502194359369]
131	10	37	1	[]
132	9	48	2	[]
133	7	40	3	[23.948347801389087]
134	5	0	5	[23.801032857265586,22.610981214402305]
135	6	27	4	[20.033894623140444]
136	6	28	5	[23.44373123503409,22.271544673282385]
137	4	10	6	[21.336513103605398,20.269687448425127,17.641009906044122]
138	11	32	6	[21.064402500722192,20.011182375686083,10.097078014726064]
139	3	35	2	[]
140	12	39	3	[11.41634546428475]
141	8	40	5	[15.195831060161668,14.436039507153584]
142	5	49	6	[17.15326655537045,16.295603227601926,17.666822987397847]
143	11	34	3	[9.639664787187543]
144	12	21	3	[17.643542631121857]
145	9	37	1	[]
146	10	1	5	[18.284707601631872,17.370472221550276]
147	7	38	2	[]
148	3	30	1	[]
149	9	4	4	[11.08031168401887]
150	7	44	3	[17.54049963610567]
151	6	26	1	[]
152	1	3	5	[12.138933147372022,11.53198649000342]
153	6	1	6	[12.574116315608782,11.945410499828343,13.735761942227601]
154	1	47	1	[]
155	2	30	3	[22.974101557440154]
156	11	11	3	[20.575585545821458]
157	9	19	6	[26.172464863198343,24.863841620038425,4.358825008333868]
158	6	46	2	[]
159	5	22	3	[14.931492060037339]
160	12	31	4	[15.650077080895926]
161	13	14	6	[20.467770700056107,19.4443821650533,17.11452910279033]
162	10	45	2	[]
163	3	14	2	[]
164	8	18	5	[23.079814910720778,21.92582416518474]
165	4	18	3	[19.443732549327628]
166	1	5	5	[17.877454179253522,16.983581470290847]
167	7	43	6	[12.301914684484505,11.686818950260278,19.26895849605031]
168	10	35	5	[27.13408722688619,25.77738286554188]
169	6	18	2	[]
170	13	6	5	[22.503122105229618,21.377965999968136]
171	9	29	2	[]
172	3	25	2	[]
173	13	9	2	[]
174	8	21	6	[19.20306679206817,18.242913452464762,13.921200303014798]
175	12	48	4	[20.75827713409783]
176	11	32	4	[22.462577994140467]
177	10	39	2	[]
178	6	44	6	[18.360759829417947,17.44272183794705,21.71369616020572]
179	9	30	6	[27.338576887541738,25.97164804316465,9.162529865957547]
180	2	27	4	[7.659729408200235]
181	7	38	6	[13.312340889053864,12.646723844601171,23.41203369575538]
182	9	36	4	[9.146260271302513]
183	10	29	3	[23.10646088712905]
184	8	48	3	[28.284578626334365]
185	5	37	2	[]
186	13	6	1	[]
187	4	12	1	[]
188	10	39	3	[17.80691713420419]
