0	108
1	99
2	182
3	326
4	134
5	114
6	143
7	115
8	85
9	116
10	138
11	115
12	120
13	189
14	169
15	405
16	338
17	107
18	158
19	101
20	138
21	126
22	89
23	82
24	237
25	207
26	237
27	91
28	100
29	122
30	100
31	80
32	115
33	103
34	80
35	143
36	158
37	94
38	170
39	174
40	123
41	206
42	83
43	94
44	133
45	84
46	86
47	74
48	170
49	179
50	86
51	203
52	204
53	171
54	173
55	207
56	160
57	159
58	77
59	124
60	103
61	211
62	156
63	139
64	158
65	67
66	167
67	134
68	167
69	141
70	337
71	113
72	112
73	112
74	203
75	118
76	174
77	145
78	121
79	200
80	119
81	171
82	152
83	144
84	170
85	122
86	124
87	183
88	110
89	80
90	124
91	141
92	155
93	143
94	86
95	102
96	100
97	82
98	84
99	86
100	94
101	107
102	158
103	168
104	117
105	99
106	82
107	83
108	89
109	169
110	80
111	171
112	114
Total	15791
