10 7 15
13 7 7
11 15 12
40 19 20
13 3 17
25 4 10
18 11 9
13 8 14
15 8 3
22 26 11
18 5 11
10 6 16
11 11 12
16 12 6
18 7 10
20 20 9
10 8 3
9 8 12
15 4 3
9 3 9
22 7 11
13 29 10
16 8 6
22 18 12
13 8 9
13 8 9
33 3 17
10 15 16
50 5 12
20 2 15
50 4 8
16 5 9
40 4 8
22 22 10
33 8 10
10 6 3
22 15 6
20 2 15
20 5 9
33 7 9
10 18 8
33 8 10
10 12 9
13 1 10
22 25 8
22 22 20
33 7 9
22 14 5
40 5 11
40 11 12
13 5 17
40 7 17
18 5 11
13 10 10
40 16 10
25 5 10
50 5 12
16 8 9
13 8 12
40 17 10
28 9 9
13 9 10
33 10 9
10 13 9
13 8 11
22 8 12
22 14 14
40 8 5
50 1 9
25 6 12
16 2 15
10 8 3
40 4 9
22 5 12
16 11 3
40 13 10
22 12 8
40 5 14
40 4 14
33 6 10
10 17 11
22 18 11
14 2 20
10 5 16
16 6 17
22 8 11
13 2 9
40 18 8
40 17 11
40 13 10
2147483647 0 16
40 13 13
40 11 9
22 11 11
9 2 10
2147483647 0 9
25 7 15
40 20 9
33 11 9
13 6 7
22 18 11
22 37 12
40 8 17
13 32 9
33 11 8
25 14 12
40 6 14
40 16 10
22 6 6
40 4 17
22 25 8
22 8 15
13 6 9
40 11 20
13 10 6
40 12 9
13 13 20
40 17 17
14 5 9
40 8 10
11 12 20
16 11 3
13 2 10
14 13 10
33 6 13
6 6 11
13 8 15
22 17 12
11 9 10
22 5 10
40 4 17
18 11 10
33 6 14
14 5 12
40 5 14
20 3 10
16 11 5
22 45 10
16 10 9
15 6 9
50 1 9
13 29 9
22 16 5
22 12 8
22 18 11
40 16 12
15 9 11
22 26 10
11 15 17
16 9 6
2147483647 0 9
40 8 14
33 14 9
40 5 11
22 12 12
50 5 11
12 9 3
40 13 10
13 12 9
11 15 17
50 4 7
22 14 14
22 12 12
10 7 3
50 1 20
50 6 9
40 13 5
25 8 20
40 13 20
13 9 11
40 11 11
16 9 15
22 11 12
16 11 3
13 6 7
40 4 8
22 9 14
40 11 11
40 8 14
22 17 15
40 1 14
2147483647 0 8
20 3 3
15 8 3
50 5 17
13 15 15
22 8 8
16 10 6
22 35 8
2147483647 0 8
13 12 9
9 1 16
50 8 6
16 7 13
28 9 9
22 5 17
13 7 11
12 6 5
14 9 12
16 15 6
13 12 11
40 10 12
50 5 20
40 8 12
40 15 11
16 12 8
22 9 7
15 9 3
13 35 7
10 18 11
33 6 9
33 4 20
9 2 9
22 15 5
40 7 9
13 1 12
11 15 17
40 7 17
22 10 9
22 14 9
13 7 14
10 5 9
40 10 9
18 8 11
40 15 12
40 11 9
40 16 10
16 17 9
22 5 8
13 6 9
16 5 6
11 14 12
2147483647 0 16
16 9 3
22 10 9
2147483647 0 12
33 14 10
40 4 17
13 4 9
22 19 12
18 7 11
13 7 12
13 16 12
20 9 5
13 8 14
18 9 17
22 17 17
18 8 17
9 2 16
40 3 12
33 11 20
20 36 8
13 7 16
22 12 12
50 1 9
40 10 20
11 7 5
22 15 7
13 1 16
15 11 6
22 18 12
22 8 8
18 11 9
50 5 12
6 6 5
40 13 20
2147483647 0 13
50 1 15
18 5 11
10 11 16
13 8 8
22 12 14
15 12 20
22 16 12
40 8 9
50 5 17
40 17 20
10 6 5
40 6 14
25 5 12
11 7 9
40 13 9
10 17 9
50 3 8
40 16 17
16 9 10
50 3 15
13 29 10
16 5 9
20 21 6
22 6 8
13 9 9
15 5 3
40 3 12
40 14 10
40 3 12
22 14 17
20 7 12
40 13 10
22 13 12
10 7 9
22 16 20
50 3 10
13 8 14
22 22 9
16 10 3
22 14 14
40 19 12
20 6 14
50 3 15
13 9 3
16 8 5
16 2 14
16 10 9
16 8 20
33 7 10
22 16 11
50 1 5
40 7 14
14 7 9
40 16 8
22 23 11
14 1 9
40 11 17
25 8 9
50 4 9
16 12 11
40 2 8
13 16 12
22 13 12
22 6 8
22 18 12
18 21 11
13 8 8
50 3 6
50 3 9
2147483647 0 10
16 8 9
20 1 6
22 11 10
40 3 14
40 13 11
13 4 17
11 13 9
22 44 20
18 4 13
14 2 20
15 10 16
14 6 20
10 7 3
22 13 8
40 8 13
22 19 10
33 8 12
13 10 9
2147483647 0 11
15 8 8
40 4 9
33 13 9
16 10 9
11 15 5
40 5 12
16 10 3
25 5 12
18 13 11
13 12 13
13 7 9
20 8 7
18 5 11
40 18 9
22 3 16
40 8 14
18 4 11
50 8 11
16 9 9
33 3 8
20 1 6
16 6 14
16 14 9
40 8 10
40 10 12
13 37 10
22 16 12
50 7 8
40 8 9
16 7 17
15 9 14
11 21 10
50 2 14
10 5 16
25 8 12
16 7 9
15 9 3
13 1 10
22 15 5
33 10 8
20 4 9
25 8 12
16 12 11
50 1 11
40 16 10
13 4 17
20 8 9
40 14 9
40 19 12
14 12 6
13 35 14
50 4 11
14 6 9
13 10 10
50 1 9
15 12 20
40 12 13
22 15 10
18 12 11
50 3 7
22 12 8
40 5 20
40 16 10
15 6 6
13 8 15
40 12 9
50 1 6
40 8 13
22 7 17
22 18 6
22 47 12
11 15 5
40 10 12
22 10 11
20 12 20
40 11 11
13 15 12
15 13 6
33 7 10
40 5 13
33 8 10
13 8 11
22 15 6
15 5 12
13 2 9
10 9 16
25 15 13
13 8 7
10 13 9
20 12 20
40 4 9
18 16 10
13 1 16
22 7 11
40 10 5
40 5 13
16 7 8
50 3 11
40 15 20
20 3 10
40 20 9
40 3 12
40 4 8
6 5 9
40 12 12
10 6 9
13 7 16
13 32 9
16 8 3
13 7 11
13 36 14
50 4 7
10 8 12
15 11 3
16 15 15
2147483647 0 13
13 29 9
16 12 15
14 5 9
40 6 13
40 5 7
13 13 20
10 9 12
16 21 6
10 14 9
2147483647 0 13
40 4 12
15 7 9
40 6 12
50 7 8
50 1 15
22 45 10
13 35 12
33 5 12
18 12 8
10 13 3
33 6 9
18 36 11
16 20 6
10 6 8
40 9 17
22 18 10
40 11 10
13 11 9
22 12 12
11 14 9
40 6 14
13 5 12
11 15 5
18 6 11
10 16 16
40 11 17
50 2 9
13 6 7
40 6 13
13 7 12
13 2 9
40 16 12
13 2 15
13 2 9
16 1 9
22 14 14
10 8 16
22 20 10
33 11 20
18 11 11
13 30 9
22 16 8
15 8 8
14 10 13
50 5 14
40 8 14
50 2 10
14 5 12
20 1 15
13 15 15
50 5 7
16 9 13
40 11 12
40 12 8
14 1 14
13 14 12
22 12 12
22 14 15
20 5 6
9 5 6
10 21 11
22 15 6
40 7 14
10 6 16
40 7 17
16 11 12
11 17 6
10 6 9
2147483647 0 17
18 14 10
6 5 20
16 12 3
2147483647 0 12
20 2 15
22 11 8
50 1 6
10 18 11
22 15 5
22 13 12
13 17 9
22 18 10
22 8 7
22 22 15
9 1 16
33 8 10
15 11 9
20 2 9
10 17 8
9 5 9
14 4 9
40 12 20
13 13 20
13 23 9
40 5 12
33 6 9
10 3 15
50 4 11
33 10 9
50 7 10
18 8 14
2147483647 0 17
40 3 14
33 15 10
22 17 12
50 5 17
18 11 9
13 3 9
22 11 9
33 8 9
25 3 17
50 5 10
33 8 9
13 8 15
22 8 8
50 4 12
33 10 9
13 2 9
22 14 11
15 11 9
33 5 20
33 11 10
10 8 16
15 10 6
11 17 9
50 3 10
13 16 6
22 23 10
13 16 12
40 12 20
50 3 5
22 21 20
22 14 14
13 10 9
13 12 9
16 4 3
50 3 9
40 8 17
40 7 17
20 5 9
11 13 9
22 16 10
22 18 6
11 9 12
22 17 12
18 11 9
16 14 11
10 6 9
14 13 10
16 6 5
13 35 12
22 12 6
40 5 8
11 8 9
10 8 16
10 14 9
40 21 10
20 14 9
40 8 17
40 5 12
2147483647 0 10
40 3 11
16 9 10
11 20 8
40 13 7
20 1 9
22 19 11
14 14 15
10 5 9
50 5 9
13 14 12
28 4 11
40 7 17
33 11 10
18 13 5
22 9 8
16 8 5
40 12 20
6 6 5
20 7 12
22 27 11
16 9 12
16 7 8
6 6 5
16 9 11
40 16 12
20 3 10
22 6 6
10 5 3
22 15 7
13 12 16
13 7 15
10 13 3
40 8 9
13 12 20
20 5 9
40 3 12
50 1 7
40 14 12
16 4 9
50 3 17
2147483647 0 12
22 8 8
18 5 11
40 16 12
10 3 17
11 13 12
15 1 9
22 16 10
40 11 11
33 7 8
16 12 10
40 4 9
50 1 5
22 11 17
12 6 20
14 8 17
13 13 3
22 23 5
22 35 8
16 8 10
13 13 20
40 6 9
13 7 15
33 14 12
18 25 11
11 10 12
50 5 9
50 6 10
22 12 12
10 5 9
13 5 17
40 16 10
18 12 11
33 5 9
13 9 10
50 6 9
40 8 12
13 16 12
50 3 12
10 6 9
20 17 12
22 10 9
50 1 10
9 1 16
18 5 11
22 11 17
40 17 10
20 6 14
6 6 11
13 13 20
40 13 10
50 2 17
22 37 11
40 13 9
16 14 13
20 9 15
50 5 17
10 5 16
40 8 14
40 11 17
20 8 9
22 13 9
15 6 6
40 7 17
28 6 13
10 11 9
20 11 15
50 2 9
11 15 6
14 1 11
40 11 20
15 5 3
22 12 12
50 3 10
13 1 9
22 17 6
20 7 11
22 14 8
13 16 15
40 17 10
40 5 14
11 18 12
50 2 9
10 10 9
22 24 12
13 14 12
16 1 5
40 15 8
20 7 11
10 4 16
18 8 11
14 7 14
16 7 20
22 14 12
40 14 12
40 10 9
16 15 15
22 16 9
22 13 9
50 7 9
13 7 12
50 6 10
14 1 9
22 21 12
40 9 7
14 8 17
20 8 5
13 8 10
33 10 9
25 6 14
40 14 12
10 8 3
16 14 3
15 1 9
22 11 12
33 14 9
50 5 7
11 12 20
11 16 6
22 34 9
50 3 10
22 11 17
18 20 11
40 11 5
2147483647 0 12
20 10 9
18 6 11
40 3 12
22 23 6
22 8 14
14 1 9
50 3 17
13 4 17
12 6 5
13 7 15
22 42 5
40 8 14
15 12 11
22 9 8
40 13 10
22 16 8
50 3 17
12 6 12
40 11 17
50 3 9
40 6 12
40 1 8
40 13 9
50 3 10
13 3 9
18 11 11
40 12 20
40 6 14
18 5 11
22 15 15
11 12 20
18 8 11
14 9 13
18 9 17
15 1 9
33 15 9
10 12 16
40 18 9
10 8 16
15 8 13
22 18 14
10 16 9
16 10 6
40 11 12
13 2 15
40 8 5
6 8 12
11 15 14
50 4 7
20 2 16
40 9 12
40 8 12
20 31 9
12 6 5
11 15 17
2147483647 0 12
40 7 5
22 12 12
22 6 8
13 9 15
16 8 5
12 5 9
22 15 10
40 15 10
50 2 17
20 3 6
16 8 11
22 31 13
40 12 9
40 11 13
50 4 5
13 8 15
13 37 10
50 1 20
22 18 9
14 1 9
40 17 8
9 10 3
22 6 8
16 8 20
22 12 5
13 3 9
33 15 10
40 4 12
13 31 9
40 7 14
16 1 9
40 15 10
50 6 14
9 9 3
22 9 17
40 10 9
12 6 5
13 11 15
16 8 6
16 9 17
13 41 20
40 20 10
16 19 3
16 11 10
2147483647 0 10
22 13 17
22 13 8
22 6 12
16 8 20
15 6 9
13 1 9
25 9 20
40 21 12
9 8 3
10 5 7
10 10 9
9 3 9
16 11 9
33 4 20
10 6 9
13 8 11
50 4 7
40 5 14
22 15 14
40 1 8
13 8 3
50 6 14
18 8 11
40 8 13
22 12 12
50 5 17
13 12 5
40 5 14
50 3 8
40 3 17
50 4 12
12 1 3
15 11 11
22 16 9
13 7 9
9 3 10
2147483647 0 7
2147483647 0 9
22 9 14
22 16 5
22 8 7
50 2 17
50 1 14
22 13 20
50 1 9
10 12 9
13 7 9
22 11 5
16 8 6
50 2 17
10 17 9
13 35 9
40 17 10
13 10 9
40 11 12
2147483647 0 13
40 8 10
13 8 14
50 5 10
16 8 9
20 7 5
22 14 11
40 19 9
16 4 3
22 20 8
40 19 9
20 5 9
11 12 12
13 9 10
40 10 11
22 16 9
40 10 11
40 9 12
13 18 3
16 18 3
50 3 6
20 12 9
25 4 12
25 8 12
2147483647 0 16
10 15 10
13 1 9
40 8 14
40 7 11
50 3 11
40 7 14
33 10 9
16 5 14
20 7 7
16 12 3
11 14 3
22 8 11
