0	6	5	3	[25.32899957765883]
1	7	1	5	[22.9581636312633,21.810255449700133]
2	7	88	6	[5.985630281308223,5.686348767242812,11.92173196005895]
3	28	68	2	[]
4	2	77	1	[]
5	6	87	5	[22.408060724282016,21.287657688067913]
6	12	58	4	[14.137348434344789]
7	22	46	4	[7.5552288605461495]
8	2	86	2	[]
9	7	56	6	[14.771900408390357,14.033305387970838,16.377483811545087]
10	17	54	5	[19.347628547096214,18.3802471197414]
11	27	20	6	[24.21551756645875,23.004741688135812,19.528865044934825]
12	15	81	2	[]
13	7	29	3	[12.032872198948674]
14	6	54	5	[28.91962979101224,27.473648301461626]
15	6	8	3	[22.91239547795202]
16	28	79	3	[23.111850420079122]
17	20	78	3	[12.108293652855513]
18	26	27	4	[12.768918380056018]
19	26	89	6	[20.34463070573621,19.3273991704494,15.51598470406115]
20	15	13	2	[]
21	6	72	1	[]
22	31	85	6	[21.223319405005906,20.16215343475561,10.434190092307656]
23	14	92	6	[15.30241469090813,14.537293956362722,6.732055923166923]
24	2	85	2	[]
25	20	9	5	[21.362875475826403,20.294731702035083]
26	15	98	1	[]
27	25	102	4	[13.8564500785105]
28	5	69	2	[]
29	3	93	2	[]
30	18	94	5	[15.766519317428525,14.978193351557097]
31	4	92	1	[]
32	16	62	4	[18.251157728112368]
33	13	95	4	[18.71561332469181]
34	10	79	1	[]
35	31	12	4	[13.183570787534922]
36	7	70	4	[12.25114737040794]
37	20	110	2	[]
38	3	2	1	[]
39	26	108	3	[23.570757299382713]
40	25	93	3	[21.549086748863495]
41	27	102	4	[18.87270265916882]
42	28	34	2	[]
43	25	81	3	[27.539598236243638]
44	18	17	3	[11.899398753554623]
45	6	83	2	[]
46	19	61	3	[19.303771831229962]
47	10	108	5	[17.7336957731154,16.84701098445963]
48	9	71	2	[]
49	29	48	2	[]
50	4	105	4	[16.23218407776752]
51	5	34	5	[23.460764813793567,22.28772657310389]
52	32	9	5	[20.722270896796413,19.68615735195659]
53	10	36	6	[16.67154408486697,15.83796688062362,11.919428824008156]
54	32	103	3	[15.471953493510402]
55	17	102	1	[]
56	27	87	6	[12.317515287015928,11.70163952266513,17.35639421085233]
57	22	52	2	[]
58	32	106	5	[21.820344926551414,20.729327680223843]
59	1	98	6	[22.893863027810916,21.749169876420368,9.785258979205198]
60	10	96	2	[]
61	19	63	2	[]
62	16	59	5	[13.687910604320852,13.003515074104808]
63	22	12	5	[17.48762772990648,16.613246343411156]
64	7	42	3	[26.457597918071635]
65	9	15	5	[15.586548749466782,14.807221311993443]
66	5	35	2	[]
67	28	38	5	[22.141925410026136,21.034829139524827]
68	1	64	4	[14.248026153505519]
69	24	56	2	[]
70	18	85	3	[22.144247351028245]
71	31	62	3	[16.468400096106294]
72	10	63	4	[14.253295946536179]
73	5	65	5	[10.994031511500028,10.444329935925026]
74	19	14	1	[]
75	31	110	6	[26.049975002713865,24.74747625257817,16.71373532598486]
76	10	80	1	[]
77	9	31	1	[]
78	11	17	1	[]
79	17	98	3	[14.470762621092682]
80	13	99	4	[11.386303360955235]
81	10	88	5	[16.601950789132943,15.771853249676294]
82	18	0	2	[]
83	31	73	5	[24.12705725518378,22.92070439242459]
84	31	83	3	[21.580653196138975]
85	29	102	6	[12.61709424734035,11.986239534973333,12.277713811384064]
86	5	110	3	[22.503625018688478]
87	7	39	6	[26.559127484881607,25.231171110637526,21.29196819618003]
