1 11
0 0
0 0
2 16
2 14
0 0
3 5
0 0
3 12
3 8
0 0
4 8
4 11
5 10
0 0
0 0
0 0
6 9
7 7
0 0
7 12
8 11
0 0
0 0
0 0
0 0
9 11
9 8
9 10
0 0
10 10
0 0
10 12
0 0
11 6
11 9
11 12
0 0
0 0
12 7
0 0
13 16
0 0
0 0
0 0
14 12
0 0
0 0
15 10
16 14
17 12
18 5
0 0
18 13
19 9
0 0
0 0
0 0
20 4
0 0
0 0
21 7
0 0
0 0
22 7
23 7
0 0
24 6
24 6
24 11
24 6
0 0
24 10
0 0
0 0
25 12
26 8
0 0
0 0
0 0
27 9
27 11
27 9
0 0
0 0
0 0
27 10
28 12
29 5
30 12
0 0
30 11
0 0
0 0
0 0
30 7
30 11
31 9
0 0
0 0
0 0
0 0
31 9
32 13
0 0
32 8
32 10
0 0
0 0
0 0
0 0
0 0
0 0
