0	404
1	134
2	170
3	454
4	137
5	114
6	124
7	135
8	103
9	253
10	119
11	297
12	209
13	240
14	179
15	209
16	370
17	159
18	153
19	114
20	113
21	195
22	135
23	121
24	137
25	67
26	219
27	114
28	173
29	148
30	219
31	154
32	214
33	202
34	210
35	116
36	254
37	124
38	127
39	134
40	132
41	285
42	365
43	124
44	292
45	145
46	133
47	182
48	180
49	199
50	172
51	354
52	275
53	305
54	287
55	333
56	133
57	148
58	234
59	223
60	249
61	137
62	246
63	169
64	125
65	175
66	141
67	163
68	119
69	168
70	139
71	150
72	251
73	752
74	690
75	752
76	449
77	469
78	373
79	203
80	374
81	251
82	375
83	251
84	363
85	152
86	124
87	123
88	122
89	189
90	180
91	170
92	162
93	195
94	245
95	182
96	172
97	162
98	124
99	256
100	136
101	325
102	141
103	263
104	263
105	120
106	320
107	138
108	137
109	139
110	222
111	117
112	133
113	152
114	264
115	375
116	310
117	248
118	265
119	147
120	150
121	172
122	125
123	103
124	252
125	255
126	218
127	223
128	215
Total	27774
